resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
3012599,20,1,1,1,1,1,0,0,.1317492090950055,,,1,2,2,6,,
3012601,14,1,1,2,1,1,1,1,1.946804084432346,1.487223532647252,2.207402299442417,3,3,2,7,7,7
3012604,11,1,1,1,1,1,1,1,2.200004003428252,1.826764966368808,2.153500166413503,1,2,3,6,6,6
3012605,11,1,2,0,2,1,0,0,.1436610330638722,,,3,2,2,7,,
3012608,24,2,1,1,1,1,1,1,3.228735752982521,2.916014215717609,5.024740721578616,2,1,2,7,7,7
3012612,17,1,2,2,1,1,1,0,5.441354107184678,4.965702828765961,,1,2,3,6,6,
3012615,17,1,2,,1,1,1,1,10.48325962734989,9.198805072512533,10.37218989195708,1,3,2,6,6,6
3012628,19,1,1,1,1,1,1,1,12.98976578253046,17.37616052866414,13.00384990980274,3,2,3,6,6,6
3012630,2,1,1,0,3,1,1,1,20.77403210720377,14.81167362474306,16.48666461611082,1,1,3,7,7,7
3012632,14,1,2,2,1,1,1,1,4.401629033507438,3.525887146368606,3.788126352861478,2,1,3,6,6,6
3012635,17,1,1,2,1,1,1,1,3.010878288735427,2.42484508894698,2.512535223875241,3,1,3,6,6,6
3012637,11,1,2,1,1,1,0,1,14.16556426823105,,46.36081476962699,2,1,3,1,,6
3012638,14,1,1,1,3,1,1,0,2.646971931986636,2.520789070062592,,1,2,3,6,6,
3012641,10,1,1,1,2,1,0,0,.259250604050604,,,1,1,2,6,,
3012642,3,1,2,1,1,1,0,1,6.727227418176965,,21.00864211929204,3,1,3,6,,6
3012643,25,2,2,0,2,1,1,1,12.07060708428112,14.30564940775796,11.95348738201326,,1,2,6,6,6
3012646,2,1,1,1,1,1,1,0,35.62218155944485,38.14961777376585,,1,1,3,6,6,
3012649,21,3,1,1,2,1,1,1,14.0265900255061,12.60399787490019,15.19370090089606,1,1,1,7,7,7
3012654,25,2,1,2,2,1,1,0,41.04971999557078,31.31790838111671,,3,1,2,9,9,
3012655,2,1,1,2,1,1,1,1,42.76577405127325,41.53759054462652,40.23201777947857,2,3,1,8,8,8
3012657,11,1,1,1,2,1,1,1,22.28682787427096,16.84043255819293,17.38119371679868,3,1,3,6,6,6
3012659,7,1,2,2,2,1,1,1,2.085370605774358,1.919829051036121,2.064363598299023,1,3,2,6,6,6
3012671,3,1,1,2,1,1,1,1,2.830233382208672,2.716523659685231,2.635959374598231,3,3,1,8,8,8
3012672,2,2,2,1,2,1,0,0,13.97933332586663,,,,1,3,3,,
3012674,21,3,2,2,2,1,1,1,10.82773042630866,9.268863044086617,9.363138347873035,3,1,1,8,8,8
3012678,18,1,1,1,1,1,1,1,2.905038756179526,3.967121914210798,4.512821982327598,2,1,3,2,6,6
3012682,17,1,2,1,1,1,1,1,6.209938500426452,5.60279268218834,6.101799100537047,3,2,2,6,6,6
3012686,13,1,2,2,1,0,0,1,,,19.46318962629618,1,1,2,,,1
3012688,4,1,2,1,1,1,1,1,9.340882807461741,11.66471436427236,5.885983032158214,2,1,2,6,6,6
3012690,3,1,2,2,1,1,0,1,4.867346158832314,,11.11595207390185,3,3,2,6,,6
3012691,15,1,1,0,2,1,1,1,.7410110643672787,.6919870508429575,.839049099219521,1,1,3,6,6,6
3012700,11,1,1,1,2,1,1,1,9.70453749631182,9.306277405151523,9.891612892744025,1,1,3,5,5,6
3012702,1,1,2,1,1,1,0,1,26.79087026866561,,59.96969143443685,2,2,2,6,,6
3012703,22,2,2,2,1,1,0,1,19.17162549217272,,66.31203140654343,3,2,2,6,,4
3012704,23,1,2,1,1,1,1,1,1.925338944915854,1.375229627551964,1.756203527312512,3,1,3,6,5,1
3012705,17,1,2,0,1,1,0,0,.0934583907204176,,,2,2,2,6,,
3012707,1,1,1,2,1,1,0,0,.1221180996867275,,,2,2,2,6,,
3012712,10,2,2,,1,1,1,1,5.247226069689362,6.517614053538932,7.394960228527967,,3,3,1,1,1
3012715,23,1,2,1,2,1,1,1,.9780002931643086,.8582763631572649,1.010225069819281,1,2,2,7,6,6
3012718,26,2,1,1,1,1,1,1,2.4352664124836,1.696533812928831,2.173068311333469,2,2,2,9,9,9
3012721,17,1,2,1,1,1,1,1,12.22763825978595,10.37843717240074,16.77846229835005,1,3,2,6,6,6
3012722,12,1,2,,3,1,1,1,5.052170788065613,4.678938917092993,4.403075949714056,2,1,1,8,8,8
3012723,17,1,1,1,2,1,1,1,6.173448839986749,7.869342409433873,9.060251879762539,1,1,3,4,1,6
3012725,10,2,2,2,3,1,1,1,23.38841158267724,16.12902399696973,19.89142224635138,2,2,2,7,7,7
3012728,5,1,2,0,1,1,0,1,20.51032634512957,,69.71306344627116,1,1,3,6,,6
3012729,10,2,1,1,2,1,1,1,5.202500751786851,5.692933651209387,6.380095217944973,1,1,1,8,8,8
3012730,11,1,1,2,1,1,1,1,20.6054957318184,20.40240346349912,20.88367186574037,3,2,1,8,8,8
3012732,2,2,1,2,1,1,1,1,1.339251090795485,1.545400147303672,2.005778488677295,1,3,1,7,7,7
3012734,10,2,2,2,1,1,1,1,7.470761246699595,10.72379361998599,11.15612704498486,1,3,1,1,6,6
3012736,22,2,2,1,1,1,1,1,27.18418998519515,26.28269738505399,25.05988408371151,3,3,1,8,8,8
3012739,23,2,1,1,1,1,1,1,2.301346943065731,2.193587376277255,2.083704937675756,2,2,1,6,6,6
3012741,1,1,1,2,1,1,1,1,10.57012222650475,9.398378140917391,9.15983545225561,3,3,2,7,7,7
3012745,23,1,1,1,1,1,1,1,1.333901838652682,1.544732946493581,1.499812522917123,2,2,3,9,6,6
3012752,13,1,1,2,3,1,1,1,6.104168882665316,5.41358721187513,5.504591154946311,3,3,1,8,8,8
3012753,1,1,1,1,2,1,0,1,9.384035882486495,,38.5186190832441,1,1,3,1,,2
3012756,10,2,1,1,3,1,1,1,5.097180297152743,4.350989223386084,5.200588695541075,1,2,2,9,9,9
3012761,2,2,1,1,1,1,1,1,1.498015808301497,1.600923454275402,1.747338044876124,2,2,1,8,8,8
3012762,13,1,2,1,1,0,1,0,,77.43630752742688,,2,1,2,,6,
3012767,9,1,2,0,2,1,1,1,5.665847158196068,6.77808455338575,6.738717868483946,1,1,3,3,1,6
3012768,17,1,2,2,1,1,.e,.e,.060517650479671,,,2,1,3,6,,
3012776,21,3,2,0,3,1,0,0,10.10396130179108,,,1,2,3,1,,
3012777,5,1,2,1,1,1,0,0,.0449860260413539,,,1,2,3,6,,
3012782,2,1,1,2,1,1,1,1,35.95551329420555,34.18449620209335,46.51931523067893,3,2,2,6,6,6
3012783,2,1,2,1,1,1,0,0,.1174197231475828,,,2,1,3,6,,
3012785,2,2,1,1,2,1,1,1,3.80857646368316,3.215710920146253,4.373745407592041,1,1,2,9,9,9
3012786,20,1,1,0,1,1,1,0,7.504072414864207,7.678444512368825,,3,1,3,4,2,
3012789,10,2,1,2,1,1,1,1,4.502986252665732,4.534533841666637,4.06858116816258,2,1,2,6,6,6
3012793,23,1,1,1,1,1,1,1,.3150844988283461,.2684621823953638,.2733126280594725,2,2,2,7,7,7
3012795,1,1,1,2,2,1,0,0,.1617532475102803,,,2,1,2,6,,
3012796,17,1,1,1,1,1,1,1,5.146252016959953,5.653213087700539,7.980932771160614,1,2,2,6,6,6
3012799,3,1,2,1,1,0,0,1,,,36.82755507715788,1,2,2,,,6
3012802,14,1,1,1,2,1,1,0,3.025786062240078,3.410847479371263,,1,2,3,6,6,
3012803,7,1,2,2,1,0,1,1,,2.825312525466807,2.334465376452257,3,3,3,,6,6
3012804,19,1,1,1,1,1,1,1,15.17923554968846,11.24138332500051,10.7496872945714,1,1,3,2,6,6
3012805,22,2,1,0,2,1,0,0,53.33141939664407,,,2,1,3,3,,
3012806,21,3,1,1,2,1,1,0,12.95962205867316,11.61932947733565,,1,2,1,6,6,
3012807,22,2,2,1,1,1,1,1,20.91676545679754,32.41971158656129,29.64618772747655,1,1,2,6,6,6
3012809,20,1,1,1,1,1,1,1,6.593014431071402,4.90962461698031,4.986957445415141,1,1,3,6,6,6
3012815,10,2,1,1,1,1,1,1,5.806539351198907,4.766669565228615,5.968094466659424,1,2,2,9,6,6
3012816,2,1,1,1,1,1,0,0,10.18864746418468,,,1,1,3,3,,
3012817,11,1,2,2,1,1,1,1,8.679150941774305,10.15604341252342,9.502316254860776,3,2,2,6,6,6
3012820,18,1,2,2,1,1,1,0,3.997791455425745,4.614729872052132,,2,3,1,8,8,
3012823,1,1,2,1,1,1,1,1,16.76918908184524,20.10560813698934,20.4780845671462,1,3,1,8,7,7
3012827,2,1,2,0,2,1,1,1,4.771770811371874,6.174262710881067,4.698751473333202,1,2,3,3,6,6
3012829,2,2,2,2,1,1,1,1,1.113008883924183,1.16750155522095,1.170145430011602,1,3,1,8,8,8
3012830,21,3,1,1,1,0,1,0,,21.36242335938449,,2,1,3,,7,
3012831,3,1,1,2,1,1,1,1,6.668165817935434,5.965104804131462,6.22647395509309,3,2,2,6,6,6
3012833,18,1,1,2,1,1,1,1,1.893131622571337,3.381635545232253,2.102497919439507,3,3,1,8,8,8
3012836,5,1,1,1,1,1,1,1,2.971401609617348,2.4223046944443,2.810597611521723,3,3,2,9,9,9
3012837,3,1,1,2,1,1,0,0,.1059144558105666,,,2,1,3,6,,
3012843,23,2,2,1,1,1,0,0,.0103400198049452,,,2,3,1,8,,
3012846,23,1,1,1,2,1,1,0,1.85689913662916,2.020141153542332,,1,1,2,6,6,
3012849,9,1,1,1,1,1,1,1,1.571891303982247,2.662663913016985,1.533852971704894,3,3,1,8,8,8
3012850,10,2,1,1,1,1,1,1,8.732390957601949,10.02296189807061,10.33852922521124,2,1,2,1,6,6
3012851,18,3,1,2,1,1,1,1,4.929996154583177,5.060913875078722,5.998072395793547,3,1,2,4,7,7
3012853,20,1,1,1,3,1,1,1,3.483326791901442,4.259890919552759,4.44576598441086,1,,3,1,1,1
3012854,18,1,1,2,1,1,1,1,1.569176880519956,1.289036067053837,1.579585211602595,2,3,2,7,7,7
3012855,3,1,1,2,1,1,1,0,4.372670608656808,4.506949677291804,,1,1,3,6,6,
3012858,8,1,1,2,1,1,1,0,.0900477873852482,.1583377823971062,,1,3,2,6,6,
3012863,3,1,1,1,1,1,0,.e,.1815676269761808,,,3,1,3,6,,
3012864,26,2,2,2,1,1,1,1,1.409614587863491,1.157145374754588,1.299038403178663,2,3,1,8,8,8
3012866,11,1,1,1,1,1,1,1,3.200864472884036,4.347752166695451,3.401662863264714,3,2,1,8,6,6
3012868,21,3,1,2,1,1,1,0,7.349387896029225,7.334771929108101,,2,1,3,7,1,
3012869,1,1,2,1,1,1,0,0,.9327164960428572,,,2,1,3,6,,
3012870,23,1,1,1,1,1,1,1,1.146262351479764,.9776044118277857,.8142173703177629,2,1,3,1,6,6
3012871,5,1,1,1,1,1,1,0,7.386877010767697,4.371280639133046,,1,1,3,2,6,
3012872,23,1,1,2,1,1,1,1,.3169640556825423,.296644540230622,.2652249883366039,3,3,1,8,8,8
3012875,9,1,1,2,1,1,1,0,3.424168165192123,5.934891131044042,,2,2,2,6,6,
3012881,2,1,1,2,3,1,1,1,9.323808836390505,7.716678677313501,10.30710336075368,2,1,3,6,6,6
3012882,5,1,2,1,1,1,.e,.e,.1264640299407556,,,1,3,2,6,,
3012883,2,1,1,2,1,1,0,1,19.39349812843826,,94.63199784635333,2,1,2,3,,1
3012885,4,1,1,0,3,1,1,1,1.883157142773897,2.525797939110696,1.408702039935951,1,1,2,6,6,6
3012889,1,1,2,2,2,1,1,1,22.91712451773225,22.65071676651349,23.13179714350614,3,3,1,8,8,8
3012890,18,1,2,2,1,1,0,0,3.794004278591145,,,3,1,2,4,,
3012892,13,1,2,2,1,1,0,0,3.870336322955762,,,3,1,2,9,,
3012898,10,1,1,2,1,1,1,1,2.471428831069466,2.356814649953517,2.251110969415425,2,3,1,8,8,8
3012903,11,1,2,0,1,1,1,1,1.469040550199638,1.420217411892719,1.701069722851671,2,1,3,6,6,6
3012908,17,1,1,1,1,1,1,1,11.89072611517363,8.980863901543307,11.80879154175277,3,3,2,7,7,7
3012910,21,3,2,2,1,1,1,1,8.581339516883396,8.053477877199098,7.698082491543626,3,2,1,7,7,7
3012911,8,1,1,1,1,1,1,0,.1235702170704997,.279800669023279,,2,1,3,5,5,
3012914,18,1,1,2,3,1,1,1,10.26087117713142,11.06693640924975,8.261282981723788,3,2,1,6,6,6
3012917,19,1,2,1,1,1,1,1,17.91698714961147,15.56536610132942,20.76849029678128,1,3,1,6,7,7
3012918,10,1,1,1,1,1,1,1,3.438045326769199,2.790590123155885,2.400193434848453,2,2,1,4,8,8
3012920,10,1,2,1,2,1,1,1,9.174678284470657,12.1610364216354,10.80388697388661,1,2,2,6,6,6
3012921,2,2,1,0,1,1,1,1,.9647391713189599,1.034796575022925,1.072586089327072,3,3,1,8,8,8
3012922,20,1,2,1,1,1,1,1,3.790998131357253,4.952868081571824,3.734820271696541,1,1,3,2,6,6
3012928,22,2,1,1,1,1,1,1,12.61116391961978,18.28242439045982,17.2129330889178,2,2,2,2,2,6
3012929,2,1,2,1,1,0,1,0,,31.78639900682033,,3,2,3,,6,
3012930,11,1,1,2,1,1,1,1,20.75703928449566,18.32782886510228,22.87285097552623,3,2,2,7,6,6
3012931,22,2,1,2,1,1,1,1,21.52087091503224,22.14046831825336,23.1316446683596,3,3,1,8,8,8
3012935,18,3,1,2,1,1,0,0,.0334435874996962,,,1,1,2,6,,
3012937,18,1,1,1,1,1,1,1,16.86575864830042,18.38732306469492,17.06379293706747,2,3,1,8,8,8
3012942,25,2,2,2,1,1,1,1,12.56084108372642,12.13784275759029,15.84215825578741,1,2,2,6,6,6
3012945,9,1,2,2,1,1,0,0,.0284200761095069,,,3,3,1,8,,
3012946,9,1,2,1,1,1,1,1,4.511500599050875,4.001808889916049,4.474948528637616,2,3,3,6,6,6
3012948,22,2,1,1,3,1,0,1,68.43601443295969,,94.63199784635333,3,1,3,2,,1
3012950,20,1,2,2,1,1,1,1,4.117468360622548,4.245228081481898,3.931610171489865,3,3,1,8,8,8
3012951,6,1,1,2,1,1,1,1,9.525158600584046,7.036433711945549,5.982748105049615,2,1,3,5,5,6
3012952,26,2,1,2,3,1,1,1,2.321931465332223,1.576592181268093,1.721204169571936,3,2,1,4,8,8
3012953,20,1,1,0,2,1,1,1,13.68835628803282,10.91963715126581,11.49332526073866,1,1,3,5,5,6
3012954,9,1,2,2,3,1,1,1,4.677111755589769,4.088379637051037,4.809094911117374,3,3,1,8,8,8
3012956,19,1,2,1,2,1,1,1,15.88356642913168,17.64736069500543,13.77980855723024,1,2,2,6,6,6
3012958,5,1,2,1,2,1,0,0,.1072127039448649,,,3,3,1,8,,
3012964,21,3,2,2,3,1,1,1,7.539390834326938,5.908416453829606,7.183269306773417,1,2,3,1,6,6
3012981,2,1,2,2,1,1,1,1,21.97934082221499,20.2794125898484,20.8983588935561,3,3,1,8,8,8
3012982,20,1,1,1,1,1,0,.e,2.225731339358902,,,2,2,2,1,,
3012984,8,1,1,0,1,1,1,1,.0868879644409151,.1413984308658221,.9129999321693677,2,2,2,9,9,9
3012985,10,1,2,1,1,1,1,1,1.776583721959689,1.712255838259716,1.448626758605343,2,1,3,5,5,6
3012990,20,1,2,1,1,1,1,0,2.859655128917917,3.972796484402516,,1,2,3,3,4,
3012992,2,2,1,1,1,1,1,1,1.54215409400394,1.369509662142876,1.616503366790941,1,1,2,6,6,6
3012995,22,2,2,2,1,0,1,1,,58.51639738495431,25.95901982451365,2,2,2,,9,9
3012998,25,2,2,0,2,1,0,0,.1539925158247345,,,1,1,3,1,,
3013005,1,1,1,1,1,1,1,1,8.165917788991816,6.572823611648169,6.254111584395412,2,1,3,6,6,6
3013007,22,2,2,2,3,1,0,0,.3384572515941086,,,2,2,2,1,,
3013008,23,1,2,1,2,1,.e,.e,.0126924383408963,,,1,1,3,5,,
3013009,4,1,1,1,1,1,1,1,9.414089550242464,13.42330693000546,8.206747280941759,1,2,2,7,7,7
3013013,17,1,2,1,1,1,1,1,5.012276396829206,3.903000870280365,3.737890114713244,3,1,3,6,6,6
3013017,6,1,2,0,3,1,1,1,7.045619193539248,5.535047245497046,7.174152313267339,1,3,1,8,8,8
3013019,19,1,2,1,1,1,1,0,5.094363088013891,6.691919254310156,,1,1,2,3,6,
3013020,17,1,1,1,1,1,0,.e,3.806645212012959,,,1,1,3,1,,
3013023,2,1,1,2,1,1,1,1,17.93191766814312,16.34130072188421,17.72644446451071,3,3,1,8,8,8
3013031,10,1,2,1,3,1,1,1,3.604089184303142,2.674687278959117,3.355574434752013,1,3,1,7,7,7
3013036,17,1,1,1,1,1,1,1,3.187464076406014,2.769957610653353,5.328387962754826,2,1,3,6,6,6
3013038,23,1,1,1,1,1,0,0,.0042262235496099,,,2,2,3,9,,
3013039,15,1,1,1,1,1,1,1,.596903256204167,.6682274840274021,.5457392268253664,1,2,2,6,6,6
3013041,10,2,2,2,1,1,0,1,5.641542051872078,,24.16607556242914,2,1,3,6,,6
3013042,21,3,2,1,1,1,1,1,10.87388276686773,9.585022148800791,10.77161081569553,3,2,1,8,8,6
3013043,21,3,2,0,1,1,1,1,5.219597704469009,4.280719837967575,4.733146356375012,1,2,3,6,6,6
3013044,25,2,1,2,3,1,0,0,14.62038578363703,,,3,1,2,3,,
3013045,11,1,2,1,1,1,1,1,9.471479511477565,9.239232590554185,9.871908798094665,2,2,2,6,6,6
3013048,10,1,2,2,1,1,1,1,2.655531140515258,2.37178707670392,2.23318032487959,3,1,2,8,9,9
3013049,3,1,2,1,1,0,1,1,,78.75357637905225,94.62360541315668,1,1,2,,6,6
3013055,1,1,1,1,1,1,1,1,22.42228600805635,16.42948159688506,18.22144489572823,2,1,3,1,6,6
3013058,10,1,1,1,1,1,1,1,5.965465587603619,4.509561146288283,4.357004449346201,2,3,1,7,7,7
3013059,23,2,2,2,1,1,0,.e,.393367460510139,,,2,3,2,2,,
3013064,7,1,1,0,1,1,1,1,1.644574053068087,1.506334515286824,1.833735937869593,2,2,2,6,6,6
3013065,2,2,1,,,1,1,1,3.775467572288493,2.048294542546128,3.360941766716687,2,1,2,6,6,6
3013068,3,1,1,1,1,1,1,1,19.06963881715925,17.77917669805876,16.37744004143647,1,1,2,6,6,6
3013071,23,1,2,1,1,1,1,1,3.564993390879245,4.59082836786733,4.134271630690544,1,2,2,6,6,6
3013074,12,1,2,1,2,1,0,0,7.856566318335639,,,1,3,1,3,,
3013075,10,1,2,1,1,1,1,1,5.778751005165267,4.899086476328113,4.087247809328437,1,1,2,9,9,9
3013079,25,2,2,2,1,1,0,1,19.40100471511055,,44.99990719100651,3,3,1,8,,8
3013080,26,2,2,1,1,0,1,1,,25.1202533248081,10.03805310443077,2,1,3,,6,6
3013086,20,1,1,0,1,1,0,0,.0611572922720876,,,1,2,3,5,,
3013087,17,1,2,2,1,1,1,0,4.689394370452849,3.96295212232835,,1,1,3,6,6,
3013089,11,1,1,2,1,1,1,1,5.533105308512821,5.739537518216315,6.033111940135882,2,2,2,3,6,6
3013092,2,2,1,1,1,1,1,0,3.320896606451019,5.140966112439155,,1,1,2,6,6,
3013093,2,1,1,1,2,1,1,1,24.48249181328955,20.31969714014539,20.83753130473425,1,1,2,6,6,6
3013098,19,1,2,1,1,1,1,1,13.51374781904385,12.57082100360143,11.47936502036477,2,3,2,6,6,6
3013101,2,2,2,2,2,1,1,1,5.205041297576675,5.12069492425225,5.7199646857295,3,2,1,8,8,1
3013102,22,2,1,2,1,1,1,1,36.59171904501947,37.37337215053023,40.26118907056323,3,3,1,8,8,8
3013103,21,3,2,0,2,1,1,1,6.968564023559765,4.887336386758766,5.012575898909854,1,1,3,6,6,6
3013110,19,1,2,1,2,1,0,0,11.95809603457375,,,1,1,3,6,,
3013114,3,1,1,1,3,1,1,0,5.62438250616931,3.742308916326177,,1,1,2,6,6,
3013119,23,2,1,2,2,1,1,1,2.69416125439417,2.349071268268115,2.821862867971786,3,2,2,9,9,9
3013123,10,1,2,2,1,1,1,1,2.179912106751843,2.095535926529172,1.682774500846725,3,3,1,8,8,8
3013134,11,1,2,1,1,1,1,1,10.9562798697484,8.651988516955981,8.651188993879797,1,2,3,6,6,6
3013139,23,2,1,1,1,1,1,1,1.584009239585392,1.734326418436078,1.539503172219622,1,3,2,6,6,6
3013143,1,1,1,1,3,1,1,1,68.43539157896377,52.33464711283403,46.73251457904663,2,1,3,2,6,6
3013145,23,2,2,0,1,1,0,.e,.0123539328246818,,,3,2,3,6,,
3013147,2,2,2,1,1,1,1,0,3.499788052300409,3.663553773167463,,2,3,2,7,6,
3013151,5,1,1,1,1,0,1,1,,24.96064935399269,13.71175368923474,1,1,3,,2,1
3013152,24,2,2,1,2,1,1,0,7.959324267960838,8.255379866783004,,1,1,3,6,6,
3013154,17,1,1,1,1,1,1,1,3.044959886209738,2.717906275797729,2.88827701800361,2,3,2,4,7,7
3013155,2,1,1,2,1,0,1,0,,78.75357637905225,,3,1,3,,6,
3013156,22,2,1,1,1,1,1,1,22.21886846826956,21.12061365154522,24.86759545143754,2,1,2,9,9,9
3013158,20,1,2,2,1,1,0,0,.2137506928057721,,,3,2,2,6,,
3013161,25,2,1,2,3,1,1,1,16.98307576562156,13.01710735058066,16.98431983663493,3,3,1,8,8,8
3013164,11,1,1,0,1,0,1,0,,14.46260529502378,,1,1,3,,5,
3013168,4,1,1,1,1,1,1,1,2.698609050258026,4.118805831086964,2.341017220179872,1,2,2,7,7,7
3013172,6,1,2,1,2,1,1,0,19.8947522232307,13.2950713412994,,1,1,3,5,5,
3013176,1,1,2,2,1,1,1,1,22.99515584989,27.51658369977903,22.04511992766326,3,3,1,8,8,8
3013178,6,1,1,2,1,1,1,1,1.492451658870315,1.204520042396117,1.511623126360909,3,2,2,8,8,8
3013187,9,1,1,0,2,1,1,0,1.878014476760551,2.196738614841274,,1,1,3,2,6,
3013193,23,1,2,0,3,1,1,1,2.768909544375822,1.240756327355747,1.812788750160328,1,1,3,5,5,1
3013194,8,1,2,0,1,1,1,1,.376897017531766,.601581798898703,2.794204152407964,1,1,3,6,6,6
3013197,11,1,2,1,1,1,1,1,4.15062745551482,4.266163894735382,4.735749086192549,2,1,3,3,6,6
3013199,11,1,1,1,1,1,1,1,9.26583167879863,7.991721377509204,10.41422014818902,3,1,3,6,6,6
3013204,19,1,1,1,2,1,1,1,17.16228476263926,15.59260588800576,18.3989477057108,1,3,1,9,9,9
3013207,23,1,1,1,1,1,1,1,.4166517581284075,.3856730079825925,.3704151197147653,2,2,1,8,8,8
3013208,2,2,1,1,1,1,1,0,5.132636019986346,5.944729254709941,,1,1,3,3,6,
3013210,2,2,2,2,1,1,1,1,4.819139719046244,5.158894759737901,5.97226866974074,3,3,1,7,7,7
3013213,3,1,2,1,1,1,0,0,28.53523443132493,,,3,1,2,6,,
3013216,20,1,2,,1,1,0,0,.0519870389698674,,,3,1,3,6,,
3013218,3,1,1,2,1,1,1,1,48.14204179366061,43.21489352454159,35.74172878419462,3,1,3,1,4,1
3013222,2,1,2,2,2,0,0,1,,,23.74047760956242,2,1,1,,,8
3013224,20,1,1,1,1,1,1,1,3.736951173585134,4.069152867747595,4.028676772570344,3,3,2,8,8,8
3013225,23,1,1,1,1,1,1,1,.2571734348028377,.2533851286544482,.2868038513070748,2,3,2,7,7,7
3013226,14,1,1,1,1,1,0,0,.0123635105772681,,,2,1,2,6,,
3013227,1,1,1,2,1,1,1,0,10.74319578538353,9.822356496543215,,2,2,2,6,6,
3013229,26,2,2,1,1,1,1,1,2.908179800125299,2.612361735894864,3.234741330960412,1,2,2,6,6,6
3013231,16,1,2,1,2,0,0,1,,,18.85649458155542,1,3,2,,,7
3013232,20,1,2,2,1,1,1,1,6.779248520840657,6.769980640317057,6.598061415927582,3,3,1,8,8,8
3013235,22,2,2,,2,1,1,1,66.63675637542495,78.75357637905225,78.17748650028543,1,1,3,3,4,6
3013237,5,1,2,0,1,1,1,0,3.649465053165522,3.233570798104264,,1,3,3,3,6,
3013240,21,3,1,1,1,1,1,1,7.328763364124025,6.725843724714141,6.837926971041744,3,3,1,8,8,8
3013242,18,3,2,1,1,1,0,0,1.856924703448878,,,1,1,3,3,,
3013244,23,1,2,1,1,1,1,1,.4083843649591801,.3492942413498253,.3624875785285249,2,2,2,6,6,6
3013247,2,1,2,2,2,0,1,0,,78.75357637905225,,3,1,3,,6,
3013250,10,2,1,2,1,1,1,0,6.094270616003847,5.359814662831639,,3,3,1,9,9,
3013254,13,1,1,2,3,1,0,.e,.1234327452985609,,,2,2,2,6,,
3013255,1,1,2,2,1,1,1,1,14.39545991285734,11.05501200125163,10.75054871086123,2,2,3,6,6,6
3013257,2,1,1,2,2,1,1,0,8.604235027710033,8.835450347685672,,3,1,3,4,5,
3013258,2,1,1,1,1,1,1,1,38.73962254507804,32.8158470154688,40.98474758054404,1,2,2,9,9,9
3013260,23,2,2,1,1,1,1,1,2.396350804129571,2.271958743020885,2.603876962887911,2,3,1,7,7,7
3013261,10,2,2,2,1,1,1,1,7.164035190152627,7.35640432697793,7.332426903504074,3,3,1,8,8,8
3013263,1,1,2,2,1,1,1,1,68.43601443295969,78.75357637905225,94.63199784635333,3,1,2,1,6,1
3013267,20,1,1,1,1,1,1,1,3.600459634623697,3.027065852168952,5.377793995100932,2,2,2,2,6,6
3013271,21,3,1,2,3,1,1,1,10.89457026212008,10.13023900424217,10.93389506345798,2,2,1,8,8,8
3013276,11,1,1,1,1,1,1,1,9.915840512304493,8.859841279623089,8.840385894460834,2,1,2,6,6,6
3013277,22,2,1,2,3,1,1,1,65.90601340611448,74.58266374333213,84.6053171433939,2,3,1,8,8,8
3013278,2,2,2,0,3,1,1,1,4.129412744177555,3.961378586155981,3.391629086548085,1,1,3,3,6,1
3013279,1,1,1,2,1,1,1,1,22.07113991245241,21.39790875103427,20.42708319766102,2,2,2,7,7,7
3013282,24,2,2,0,2,1,1,1,6.738753327496322,10.90629686661339,8.329989881262193,1,1,2,6,6,6
3013285,17,1,2,1,2,1,1,1,6.766974074929702,6.143468731933424,6.856927237788338,1,3,1,8,8,8
3013288,20,1,2,2,1,1,1,1,3.847216733469368,4.242204553116076,3.113429151657603,1,,3,6,6,6
3013289,10,1,1,2,1,1,0,0,.08335772704202,,,2,1,2,7,,
3013291,26,2,2,2,1,1,1,0,5.055467423688719,4.41157942532558,,1,3,1,4,7,
3013296,17,1,1,1,1,1,1,0,12.05076296383782,12.74269707720858,,3,1,2,1,4,
3013299,3,1,1,1,1,1,1,1,2.465429931150641,2.595859138358514,1.890153594737022,3,1,2,6,6,6
3013301,26,2,1,1,1,1,1,1,4.458591626276041,3.982185070688309,4.416522672878886,2,3,1,8,8,8
3013302,3,1,1,0,1,1,1,1,8.983899105653013,6.728686088684247,6.65714654929769,3,1,2,6,6,6
3013303,23,2,1,2,1,1,1,1,2.22076770782228,2.603036309259673,3.095138058279286,3,3,1,8,8,8
3013306,1,1,1,2,1,1,1,1,17.74558034073524,17.01849958308397,16.35427454892542,2,2,1,7,7,7
3013308,2,1,1,,3,0,0,1,,,38.3286177437119,2,1,3,,,6
3013310,2,1,2,2,1,1,1,0,68.43601443295969,59.1281921981047,,3,1,3,5,5,
3013314,11,1,1,0,2,1,1,0,11.46624140563043,11.52159965011628,,2,1,2,6,6,
3013319,17,1,2,1,1,1,1,1,5.372286242013638,5.251152599535691,5.87494695646738,3,3,2,6,6,6
3013320,23,1,2,1,2,1,1,1,1.096464549424171,.6043387512381881,.5943003086671274,1,2,3,6,6,6
